1-2863 ㄔㄨㄛˋ
1-4A70 ㄊㄞˋ
1-4A71 ㄉㄨㄣˋ
1-4A72 ㄇㄧˋ
1-4A73 ㄔㄨㄥ
1-4A74 ㄇㄛˋ
1-4A74 ㄇㄟˊ
1-4A75 ㄑㄧˋ
1-4A76 ㄨˋ
1-4A76 ㄨㄛˋ
1-4A77 ㄐㄧˊ
1-4A78 ㄈㄣˊ
1-4A79 ㄅㄧㄢˋ
1-4A7A ㄏㄤˋ
1-4A7A ㄏㄤˊ
1-4A7B ㄨㄣˋ
1-4A7C ㄏㄨˋ
1-4A7D ㄇㄧㄢˇ
1-4A7E ㄅㄧˇ
1-4B21 ㄧˊ
1-4B22 ㄗㄠˋ
1-4B23 ㄓㄨㄛˊ
1-4B24 ㄗㄞ
1-4B25 ㄐㄧㄡˇ
1-4B26 ㄌㄠˊ
1-4B27 ㄇㄨˇ
1-4B27 ㄇㄡˇ
1-4B28 ㄊㄚ
1-4B28 ㄊㄨㄛ
1-4B29 ㄉㄧˊ
1-4B2A ㄎㄨㄤˊ
1-4B2B ㄐㄧㄡˇ
1-4B2C ㄩㄥˇ
1-4B2D ㄈㄨˇ
1-4B2E ㄋㄢˊ
1-4B2F ㄊㄧㄢˊ
1-4B2F ㄉㄧㄢˋ
1-4B30 ㄗㄠˋ
1-4B31 ㄉㄧㄥ
1-4B32 ㄧˇ
1-4B33 ㄙ
1-4B34 ㄒㄧㄡˋ
1-4B35 ㄊㄨ
1-4B36 ㄐㄧㄡ
1-4B36 ㄐㄧㄡˋ
1-4B36 ㄍㄨㄟˇ
1-4B37 ㄒㄧˋ
1-4B38 ㄏㄢˇ
1-4B39 ㄒㄧㄠˋ
1-4B3A ㄏㄨㄤ
1-4B3B ㄍㄢ
1-4B3C ㄓㄡˇ
1-4B3D ㄍㄤ
1-4B3D ㄏㄤ
1-4B3E ㄉㄨˋ
1-4B3E ㄉㄨˇ
1-4B3F ㄩˋ
1-4B40 ㄌㄧㄤˊ
1-4B41 ㄇㄤˊ
1-4B42 ㄩˋ
1-4B43 ㄉㄧˋ
1-4B43 ㄕㄠˊ
1-4B43 ㄒㄧㄠˋ
1-4B43 ㄕㄨㄛˋ
1-4B44 ㄐㄧㄢˋ
1-4B44 ㄒㄧㄢˋ
1-4B45 ㄌㄨˋ
1-4B45 ㄐㄩㄝˊ
1-4B45 ㄐㄧㄠˇ
1-4B46 ㄧㄣˊ
1-4B46 ㄧㄢˊ
1-4B47 ㄩˋ
1-4B47 ㄍㄨˇ
1-4B48 ㄉㄡˋ
1-4B49 ㄕˇ
1-4B4A ㄅㄟˋ
1-4B4B ㄔˋ
1-4B4C ㄗㄡˇ
1-4B4D ㄐㄩˋ
1-4B4D ㄗㄨˊ
1-4B4E ㄕㄣ
1-4B4E ㄐㄩㄢ
1-4B4F ㄔㄜ
1-4B4F ㄐㄩ
1-4B50 ㄒㄧㄣ
1-4B51 ㄔㄣˊ
1-4B52 ㄩ
1-4B53 ㄧˊ
1-4B53 ㄧˇ
1-4B54 ㄒㄩㄣˋ
1-4B55 ㄑㄧˋ
1-4B56 ㄒㄩㄣˊ
1-4B57 ㄧˋ
1-4B58 ㄒㄧㄥˊ
1-4B59 ㄩˊ
1-4B59 ㄒㄩˊ
1-4B59 ㄧㄝˊ
1-4B59 ㄒㄧㄚˊ
1-4B59 ㄒㄧㄝˊ
1-4B5A ㄅㄤ
1-4B5B ㄋㄚ
1-4B5B ㄋㄟˋ
1-4B5B ㄋㄚˇ
1-4B5B ㄧㄡˇ
1-4B5B ㄋㄟˇ
1-4B5B ㄋㄚˋ
1-4B5B ㄋㄨㄛˊ
1-4B5C ㄧㄡˇ
1-4B5D ㄅㄧㄢˋ
1-4B5E ㄌㄧˇ
1-4B5F ㄈㄤˊ
1-4B60 ㄖㄨㄢˇ
1-4B61 ㄐㄧㄥˇ
1-4B62 ㄅㄢˇ
1-4B63 ㄎㄥ
1-4B64 ㄅㄤˋ
1-4B64 ㄅㄧㄥˋ
1-4B65 ㄍㄨㄞ
1-4B66 ㄖㄨˇ
1-4B67 ㄕˋ
1-4B68 ㄒㄧㄝ
1-4B68 ㄙㄨㄛˋ
1-4B69 ㄧㄚ
1-4B69 ㄧㄚˇ
1-4B69 ㄧㄚˋ
1-4B6A ㄒㄧㄤˇ
1-4B6B ㄩㄢˊ
1-4B6B ㄐㄧㄥ
1-4B6C ㄧㄤˊ
1-4B6D ㄧ
1-4B6E ㄕˋ
1-4B6F ㄐㄧㄚ
1-4B70 ㄕˇ
1-4B70 ㄕˋ
1-4B71 ㄌㄠˇ
1-4B72 ㄍㄨㄥ
1-4B72 ㄍㄨㄥˋ
1-4B73 ㄌㄧˋ
1-4B74 ㄌㄞˊ
1-4B74 ㄌㄞˋ
1-4B75 ㄎㄢˇ
1-4B76 ㄅㄞˇ
1-4B76 ㄅㄛˊ
1-4B76 ㄇㄛˋ
1-4B77 ㄅㄧㄥˋ
1-4B78 ㄔˇ
1-4B79 ㄆㄟˋ
1-4B7A ㄊㄧㄠ
1-4B7A ㄊㄧㄠˊ
1-4B7B ㄌㄨㄣˊ
1-4B7C ㄧˋ
1-4B7D ㄓㄨ
1-4B7E ㄧㄡˋ
1-4C21 ㄑㄩㄢˊ
1-4C22 ㄊㄨˋ
1-4C23 ㄦˊ
1-4C23 ㄋㄧˊ
1-4C24 ㄙˋ
1-4C25 ㄌㄧㄤˇ
1-4C26 ㄐㄩˋ
1-4C27 ㄐㄧ
1-4C27 ㄑㄧˊ
1-4C27 ㄐㄧˋ
1-4C28 ㄉㄧㄢˇ
1-4C29 ㄌㄧㄝˋ
1-4C2A ㄏㄢˊ
1-4C2B ㄎㄜ
1-4C2B ㄎㄜˋ
1-4C2C ㄑㄩㄢˋ
1-4C2D ㄕㄨㄚ
1-4C2D ㄕㄨㄚˋ
1-4C2E ㄘˋ
1-4C2F ㄉㄠˋ
1-4C30 ㄍㄨㄚ
1-4C31 ㄓˋ
1-4C32 ㄉㄨㄛˋ
1-4C33 ㄏㄜˊ
1-4C34 ㄎㄨㄤ
1-4C35 ㄗㄨˊ
1-4C35 ㄘㄨˋ
1-4C36 ㄒㄧㄝˊ
1-4C37 ㄓㄨㄛ
1-4C37 ㄓㄨㄛˊ
1-4C38 ㄅㄟ
1-4C39 ㄍㄨㄚˋ
1-4C3A ㄑㄩㄢˊ
1-4C3A ㄐㄩㄢˋ
1-4C3A ㄐㄩㄢˇ
1-4C3B ㄒㄧㄝˋ
1-4C3C ㄒㄩˋ
1-4C3D ㄑㄩˇ
1-4C3E ㄕㄨˊ
1-4C3F ㄕㄡˋ
1-4C40 ㄨㄟˋ
1-4C41 ㄛ
1-4C41 ㄏㄜ
1-4C42 ㄎㄚ
1-4C43 ㄆㄟ
1-4C44 ㄍㄨ
1-4C45 ㄐㄩˇ
1-4C46 ㄕㄣ
1-4C47 ㄒㄧㄚˊ
1-4C48 ㄉㄨㄛˋ
1-4C49 ㄓㄡˋ
1-4C4A ㄆㄠˊ
1-4C4B ㄏㄨ
1-4C4C ㄈㄨˋ
1-4C4D ㄍㄨ
1-4C4D ㄨㄚ
1-4C4D ㄍㄨㄚ
1-4C4E ㄋㄠˊ
1-4C4F ㄏㄜˊ
1-4C4F ㄏㄢˋ
1-4C4F ㄏㄨˊ
1-4C4F ㄏㄜˋ
1-4C4F ㄉㄨㄥ
1-4C4F ㄏㄨㄛˋ
1-4C4F ˙ㄏㄨㄛ
1-4C50 ㄉㄨㄥ
1-4C51 ㄋㄧˊ
1-4C51 ˙ㄋㄜ
1-4C52 ㄓㄡ
1-4C53 ㄓㄚˋ
1-4C53 ㄗㄜˊ
1-4C54 ㄇㄧㄥˋ
1-4C55 ㄍㄠ
1-4C55 ㄐㄧㄡˋ
1-4C56 ㄍㄨˋ
1-4C57 ㄌㄜˋ
1-4C58 ㄎㄜˇ
1-4C59 ㄆㄧㄥˊ
1-4C5A ㄍㄢ
1-4C5B ㄆㄛ
1-4C5C ㄊㄢˇ
1-4C5D ㄎㄨㄣ
1-4C5E ㄔㄜˋ
1-4C5F ㄧㄝˋ
1-4C60 ㄈㄥˋ
1-4C61 ㄐㄧ
1-4C61 ㄑㄧˊ
1-4C62 ㄋㄞˋ
1-4C63 ㄧㄢ
1-4C63 ㄧㄢˇ
1-4C64 ㄅㄣ
1-4C64 ㄅㄣˋ
1-4C65 ㄑㄧㄝˋ
1-4C66 ㄑㄧ
1-4C66 ㄑㄧˋ
1-4C67 ㄨㄟ
1-4C67 ㄨㄟˇ
1-4C68 ㄇㄟˋ
1-4C69 ㄋㄧˊ
1-4C6A ㄍㄨ
1-4C6B ㄇㄨˇ
1-4C6C ㄐㄧㄝˇ
1-4C6D ㄕㄢ
1-4C6D ㄒㄧㄢ
1-4C6E ㄕˇ
1-4C6E ㄕˋ
1-4C6F ㄒㄧㄥˋ
1-4C70 ㄗˇ
1-4C70 ㄐㄧㄝˇ
1-4C71 ㄓㄡˊ
1-4C71 ㄓㄨˊ
1-4C72 ㄋㄧˇ
1-4C73 ㄙˋ
1-4C74 ㄅㄢˋ
1-4C75 ㄇㄥˋ
1-4C76 ㄍㄨ
1-4C77 ㄐㄧˋ
1-4C78 ㄗㄨㄥ
1-4C79 ㄉㄧㄥˋ
1-4C7A ㄍㄨㄢ
1-4C7B ㄧˊ
1-4C7C ㄓㄡˋ
1-4C7D ㄩㄢ
1-4C7D ㄨㄢˇ
1-4C7E ㄕㄤˋ
1-4D21 ㄑㄩ
1-4D22 ㄐㄧ
1-4D22 ㄐㄩ
1-4D23 ㄐㄧㄝˋ
1-4D24 ㄇㄧㄣˊ
1-4D25 ㄍㄤ
1-4D25 ㄍㄤˇ
1-4D26 ㄢˋ
1-4D27 ㄧㄢˊ
1-4D28 ㄒㄧㄡˋ
1-4D29 ㄉㄞˋ
1-4D2A ㄩㄝˋ
1-4D2B ㄌㄧㄢˊ
1-4D2C ㄓㄡˇ
1-4D2D ㄊㄧㄝ
1-4D2D ㄊㄧㄝˇ
1-4D2D ㄊㄧㄝˋ
1-4D2E ㄆㄚˋ
1-4D2F ㄅㄛˊ
1-4D30 ㄋㄨˊ
1-4D30 ㄊㄤˇ
1-4D31 ㄒㄧㄥˋ
1-4D32 ㄍㄥ
1-4D33 ㄉㄧㄢˋ
1-4D34 ㄈㄨˇ
1-4D35 ㄉㄧˇ
1-4D35 ˙ㄉㄜ
1-4D36 ㄆㄠˊ
1-4D37 ㄧㄢˊ
1-4D38 ㄒㄧㄢˊ
1-4D39 ㄏㄨˊ
1-4D3A ㄋㄨˇ
1-4D3B ㄨㄤˇ
1-4D3C ㄓㄥ
1-4D3D ㄈㄨˊ
1-4D3E ㄅㄧˇ
1-4D3F ㄊㄧㄢˇ
1-4D40 ㄓㄨㄥ
1-4D41 ㄏㄨ
1-4D42 ㄋㄧㄢˋ
1-4D43 ㄈㄣˋ
1-4D44 ㄧㄤˋ
1-4D45 ㄓㄥ
1-4D45 ㄌㄥˋ
1-4D46 ㄑㄩㄝˋ
1-4D46 ㄑㄧㄝˋ
1-4D47 ㄔㄨˋ
1-4D48 ㄅㄨˋ
1-4D49 ㄍㄨㄞˋ
1-4D4A ㄆㄚˋ
1-4D4B ㄧˊ
1-4D4C ㄒㄧㄥˋ
1-4D4D ㄋㄧˊ
1-4D4E ㄅㄟˋ
1-4D4E ㄈㄟˋ
1-4D4E ㄈㄨˊ
1-4D4F ㄉㄚˊ
1-4D50 ㄏㄨㄛˋ
1-4D51 ㄗㄤ
1-4D51 ㄑㄧㄤˊ
1-4D52 ㄈㄤˊ
1-4D53 ㄌㄧˋ
1-4D54 ㄙㄨㄛˇ
1-4D55 ㄔㄥˊ
1-4D56 ㄌㄚ
1-4D57 ㄅㄢˋ
1-4D57 ㄆㄢˋ
1-4D58 ㄓㄨˇ
1-4D59 ㄇㄧㄣˇ
1-4D5A ㄅㄧˋ
1-4D5A ㄈㄨˊ
1-4D5B ㄇㄛˇ
1-4D5B ㄇㄛˋ
1-4D5C ㄐㄩˋ
1-4D5D ㄓㄠ
1-4D5D ㄕㄠˊ
1-4D5D ㄑㄧㄠˊ
1-4D5E ㄆㄧ
1-4D5E ㄆㄟ
1-4D5F ㄓˊ
1-4D5F ㄊㄚˋ
1-4D5F ㄊㄨㄛ
1-4D5F ㄊㄨㄛˋ
1-4D60 ㄅㄚˊ
1-4D61 ㄆㄠ
1-4D62 ㄉㄧㄢ
1-4D62 ㄋㄧㄢˊ
1-4D62 ㄋㄧㄢˇ
1-4D63 ㄆㄥ
1-4D64 ㄔㄡ
1-4D65 ㄧㄚ
1-4D65 ㄧㄚˊ
1-4D66 ㄍㄨㄞˇ
1-4D67 ㄓㄨㄛˊ
1-4D68 ㄇㄨˇ
1-4D69 ㄆㄚ
1-4D69 ㄆㄞ
1-4D69 ㄅㄛˊ
1-4D69 ㄆㄛˋ
1-4D6A ㄓˇ
1-4D6A ㄉㄧˇ
1-4D6B ㄆㄢˋ
1-4D6C ㄅㄠˋ
1-4D6D ㄐㄩ
1-4D6E ㄊㄨㄛ
1-4D6F ㄠˇ
1-4D6F ㄩˋ
1-4D6F ㄠˋ
1-4D6F ㄋㄧㄡˋ
1-4D70 ㄔㄞ
1-4D70 ㄔㄜˋ
1-4D71 ㄊㄞˊ
1-4D72 ㄌㄧㄥ
1-4D73 ㄈㄤˋ
1-4D73 ㄈㄤˇ
1-4D74 ㄈㄨˇ
1-4D75 ㄨ
1-4D75 ㄩˊ
1-4D76 ㄨㄤˋ
1-4D77 ㄒㄧˊ
1-4D77 ㄘㄨㄛˋ
1-4D78 ㄧˋ
1-4D79 ㄔㄤ
1-4D7A ㄎㄨㄣ
1-4D7B ㄤˊ
1-4D7C ㄇㄧㄥˊ
1-4D7D ㄩㄣˊ
1-4D7E ㄏㄨㄣ
1-4E21 ㄒㄧㄣ
1-4E22 ㄏㄠˋ
1-4E23 ㄕㄥ
1-4E24 ㄈㄨˊ
1-4E25 ㄆㄥˊ
1-4E26 ㄏㄤˊ
1-4E27 ㄈㄤ
1-4E28 ㄓㄣˋ
1-4E28 ㄓㄣˇ
1-4E29 ㄉㄨㄥ
1-4E2A ㄍㄨㄛˇ
1-4E2B ㄧㄠˇ
1-4E2C ㄆㄚˊ
1-4E2C ˙ㄅㄚ
1-4E2C ㄅㄚˋ
1-4E2C ˙ㄆㄚ
1-4E2D ㄆㄧˊ
1-4E2E ㄓ
1-4E2E ㄑㄧˊ
1-4E2F ㄌㄧㄣˊ
1-4E30 ㄅㄟ
1-4E31 ㄐㄧㄝˊ
1-4E32 ㄅㄢˇ
1-4E33 ㄨㄤˇ
1-4E34 ㄙㄨㄥ
1-4E35 ㄒㄧ
1-4E36 ㄔㄨˇ
1-4E37 ㄇㄟˊ
1-4E38 ㄉㄡˇ
1-4E38 ㄓㄨˇ
1-4E39 ㄓㄨˋ
1-4E3A ㄇㄧㄠˇ
1-4E3B ㄍㄠˇ
1-4E3C ㄒㄧㄣ
1-4E3D ㄨˇ
1-4E3E ㄑㄧˊ
1-4E3F ㄇㄛˋ
1-4E40 ㄇㄥˊ
1-4E40 ㄇㄤˊ
1-4E41 ㄈㄣ
1-4E42 ㄑㄧˋ
1-4E43 ㄓㄨˋ
1-4E44 ㄩㄥˇ
1-4E45 ㄊㄨㄛˊ
1-4E46 ㄇㄧˋ
1-4E46 ㄅㄧˋ
1-4E47 ㄋㄧˋ
1-4E47 ㄋㄧˊ
1-4E48 ㄏㄜˊ
1-4E49 ㄍㄨ
1-4E4A ㄓㄢ
1-4E4B ㄓㄠˇ
1-4E4C ㄆㄛ
1-4E4C ㄅㄛ
1-4E4D ㄇㄛˋ
1-4E4E ㄈㄚ
1-4E4E ㄈㄚˊ
1-4E4E ㄈㄚˋ
1-4E4E ㄈㄚˇ
1-4E4F ㄏㄨㄥˊ
1-4E50 ㄈㄟˋ
1-4E50 ㄈㄨˊ
1-4E51 ㄧˋ
1-4E51 ㄒㄧㄝˋ
1-4E52 ㄧㄡˊ
1-4E53 ㄎㄨㄤˋ
1-4E54 ㄐㄩ
1-4E54 ㄐㄩˋ
1-4E54 ㄐㄩˇ
1-4E55 ㄙˋ
1-4E56 ㄑㄧㄡˊ
1-4E57 ㄧㄤ
1-4E58 ㄧㄢˊ
1-4E58 ㄧㄢˋ
1-4E59 ㄓˋ
1-4E59 ㄔˊ
1-4E5A ㄆㄠ
1-4E5A ㄆㄠˋ
1-4E5B ㄈㄢˋ
1-4E5B ㄈㄥˇ
1-4E5C ㄅㄛˊ
1-4E5C ㄆㄛˋ
1-4E5D ㄇㄟˋ
1-4E5D ㄇㄛˋ
1-4E5D ㄏㄨㄟˋ
1-4E5E ㄇㄧㄣˇ
1-4E5F ㄓ
1-4E5F ㄔˊ
1-4E60 ㄇㄠˇ
1-4E61 ㄌㄧㄥˊ
1-4E62 ㄎㄤˋ
1-4E63 ㄧㄢˊ
1-4E64 ㄔㄠˇ
1-4E65 ㄔㄨㄟ
1-4E65 ㄔㄨㄟˋ
1-4E66 ㄓˋ
1-4E67 ㄆㄚˊ
1-4E68 ㄓㄥ
1-4E69 ㄅㄚˋ
1-4E6A ㄅㄢˇ
1-4E6B ㄇㄨˋ
1-4E6C ㄨˋ
1-4E6D ㄓㄨㄤˋ
1-4E6E ㄒㄧㄚˊ
1-4E6F ㄐㄩ
1-4E70 ㄍㄡˇ
1-4E71 ㄏㄨˊ
1-4E72 ㄨㄢˋ
1-4E72 ㄨㄢˊ
1-4E73 ㄐㄩㄝˊ
1-4E74 ㄨㄣ
1-4E74 ㄨㄣˊ
1-4E74 ㄇㄧㄣˊ
1-4E75 ㄇㄟˊ
1-4E76 ㄩㄝˋ
1-4E77 ㄑㄩㄢˇ
1-4E78 ㄕㄢˋ
1-4E79 ㄧˋ
1-4E79 ㄍㄜ
1-4E79 ㄐㄧˋ
1-4E7A ㄐㄧㄡˋ
1-4E7B ㄉㄧˋ
1-4E7B ㄉㄧˊ
1-4E7B ˙ㄉㄜ
1-4E7C ㄩˊ
1-4E7D ㄇㄤˊ
1-4E7E ㄓˊ
1-4F21 ㄓ
1-4F21 ㄓˋ
1-4F22 ㄒㄧˋ
1-4F23 ㄕㄜˋ
1-4F24 ㄙˋ
1-4F25 ㄑㄧˊ
1-4F26 ㄅㄧㄥˇ
1-4F27 ㄒㄧㄢ
1-4F28 ㄎㄨㄥ
1-4F28 ㄎㄨㄥˋ
1-4F29 ㄑㄩㄥ
1-4F29 ㄑㄩㄥˊ
1-4F2A ㄓㄨˊ
1-4F2A ㄉㄨˇ
1-4F2B ㄐㄧㄡ
1-4F2B ㄐㄧㄡˇ
1-4F2C ㄨㄤˇ
1-4F2D ㄑㄧㄤ
1-4F2E ㄇㄧˇ
1-4F2E ㄇㄧㄝ
1-4F2F ㄓㄜˇ
1-4F30 ㄆㄟˋ
1-4F30 ㄈㄟˋ
1-4F31 ㄈㄟˊ
1-4F32 ㄓ
1-4F33 ㄍㄨㄥ
1-4F34 ㄍㄨˇ
1-4F35 ㄓㄨㄣ
1-4F36 ㄐㄧㄢ
1-4F37 ㄧㄠˊ
1-4F37 ㄒㄧㄠˊ
1-4F38 ㄈㄤ
1-4F38 ㄈㄤˊ
1-4F39 ㄎㄣˇ
1-4F39 ㄎㄥˇ
1-4F3A ㄨㄛˋ
1-4F3B ㄩˊ
1-4F3B ㄩㄥˇ
1-4F3C ㄕㄜˋ
1-4F3C ㄕㄜˇ
1-4F3D ㄈㄤ
1-4F3E ㄓ
1-4F3F ㄈㄨˊ
1-4F40 ㄅㄚ
1-4F41 ㄧㄚˊ
1-4F42 ㄕㄢ
1-4F43 ㄑㄧㄣˊ
1-4F44 ㄏㄨㄚ
1-4F45 ㄈㄣ
1-4F46 ㄐㄧㄝˋ
1-4F47 ㄒㄧㄣ
1-4F47 ㄒㄧㄣˋ
1-4F48 ㄧˋ
1-4F48 ㄩㄣˊ
1-4F49 ㄈㄡˊ
1-4F4A ㄐㄧˋ
1-4F4B ㄈㄟˋ
1-4F4B ㄈㄨˊ
1-4F4C ㄓˇ
1-4F4D ㄏㄨ
1-4F4D ㄏㄨˇ
1-4F4E ㄕ
1-4F4F ㄔㄨ
1-4F50 ㄅㄧㄠˇ
1-4F51 ㄍㄚˊ
1-4F51 ㄓㄚˊ
1-4F51 ㄧㄚˋ
1-4F52 ㄧㄥˋ
1-4F52 ㄧㄥˊ
1-4F53 ㄈㄢˇ
1-4F54 ㄐㄧㄣˋ
1-4F55 ㄕㄠˋ
1-4F56 ㄉㄧˇ
1-4F57 ㄑㄧㄡ
1-4F58 ㄅㄟˋ
1-4F59 ㄘㄞˇ
1-4F59 ㄘㄞˋ
1-4F5A ㄐㄧㄣ
1-4F5B ㄓㄤˋ
1-4F5B ㄔㄤˊ
1-4F5B ㄓㄤˇ
1-4F5C ㄇㄣˊ
1-4F5D ㄈㄨˋ
1-4F5E ㄊㄨㄛˊ
1-4F5F ㄜ
1-4F5F ㄚ
1-4F5F ㄚˋ
1-4F60 ㄗㄨˇ
1-4F61 ㄈㄨˋ
1-4F62 ㄆㄛ
1-4F62 ㄆㄧˊ
1-4F63 ㄓㄨㄟ
1-4F64 ㄩˋ
1-4F64 ㄩˇ
1-4F65 ㄑㄧㄥ
1-4F65 ㄐㄧㄥ
1-4F66 ㄈㄟ
1-4F66 ㄈㄟˇ
1-4F67 ㄑㄧˋ
1-4F67 ㄐㄧˊ
1-4F68 ㄊㄧㄥˊ
1-4F69 ㄌㄧㄤˊ
1-4F69 ㄌㄧㄤˋ
1-4F6A ㄕㄣ
1-4F6A ㄒㄧㄣˋ
1-4F6B ㄑㄧㄣ
1-4F6C ㄏㄡˊ
1-4F6D ㄆㄧㄢˊ
1-4F6D ㄅㄧㄢˋ
1-4F6E ㄒㄧㄚˊ
1-4F6E ㄐㄧㄚˊ
1-4F6F ㄩㄥˇ
1-4F70 ㄑㄧㄠˋ
1-4F71 ㄅㄠˇ
1-4F72 ㄘㄨˋ
1-4F73 ㄌㄩˇ
1-4F74 ㄈㄨˊ
1-4F75 ㄙˋ
1-4F75 ㄑㄧˊ
1-4F76 ㄐㄩㄣˋ
1-4F77 ㄙㄨˊ
1-4F78 ㄨˇ
1-4F79 ㄌㄧˋ
1-4F7A ㄜˊ
1-4F7A ㄜˋ
1-4F7B ㄒㄧˋ
1-4F7C ㄌㄧˇ
1-4F7D ㄗㄨˇ
1-4F7E ㄩˋ
1-4F7E ㄩˊ
1-4F7E ㄕㄨ
1-5021 ㄐㄩˊ
1-5022 ㄧㄢˇ
1-5023 ㄇㄠˋ
1-5023 ㄇㄛˋ
1-5024 ㄓㄡˋ
1-5025 ㄍㄨㄢ
1-5025 ㄍㄨㄢˋ
1-5026 ㄕㄚ
1-5026 ㄔㄚˋ
1-5027 ㄊㄧˋ
1-5028 ㄒㄧㄠ
1-5028 ㄒㄩㄝˋ
1-5029 ㄑㄧㄢˊ
1-502A ㄌㄚˋ
1-502A ㄌㄚˊ
1-502B ㄎㄜˋ
1-502C ㄗㄜˊ
1-502D ㄩㄥˇ
1-502E ㄇㄧㄢˇ
1-502F ㄅㄛˊ
1-5030 ㄐㄧㄥˋ
1-5030 ㄐㄧㄣˋ
1-5031 ㄆㄨˊ
1-5032 ㄋㄢˊ
1-5032 ㄋㄚˊ
1-5033 ㄑㄩㄝˋ
1-5034 ㄏㄡˋ
1-5035 ㄆㄢˋ
1-5036 ㄧㄠˇ
1-5036 ㄐㄧㄠ
1-5037 ㄞ
1-5038 ㄗ
1-5039 ㄞ
1-503A ㄗㄞ
1-503B ㄒㄧㄢˊ
1-503C ㄧˊ
1-503D ㄏㄞ
1-503D ㄎㄜˊ
1-503D ㄎㄚˇ
1-503E ㄨㄚ
1-503E ˙ㄨㄚ
1-503F ㄕㄣˇ
1-5040 ㄧㄢ
1-5040 ㄧㄝˋ
1-5040 ㄧㄢˋ
1-5041 ㄇㄧ
1-5042 ㄆㄧㄣˇ
1-5043 ㄏㄨㄥ
1-5043 ㄏㄨㄥˇ
1-5044 ㄎㄚ
1-5044 ㄏㄚ
1-5044 ㄏㄚˇ
1-5045 ㄍㄜ
1-5045 ㄎㄚˇ
1-5045 ˙ㄌㄛ
1-5045 ㄍㄜˊ
1-5045 ㄌㄨㄛˋ
1-5046 ㄓˇ
1-5047 ㄗㄚˊ
1-5047 ㄗㄢˊ
1-5048 ㄒㄩˇ
1-5048 ㄒㄧㄡ
1-5049 ㄇㄧㄝ
1-504A ㄌㄧㄝ
1-504A ㄌㄧㄝˇ
1-504A ㄌㄧㄝˊ
1-504B ㄧ
1-504C ㄧㄡˋ
1-504D ㄔㄨㄟˊ
1-504E ㄒㄧㄥˊ
1-504F ㄧㄣˊ
1-5050 ㄩㄢˊ
1-5051 ㄍㄡˋ
1-5052 ㄔㄥˊ
1-5053 ㄎㄨㄚˇ
1-5054 ㄍㄞ
1-5055 ㄧˋ
1-5056 ㄑㄧˋ
1-5056 ㄑㄧㄝˋ
1-5056 ㄒㄧㄝˋ
1-5057 ㄗㄡˋ
1-5058 ㄎㄨㄟˊ
1-5059 ㄏㄨㄢˋ
1-505A ㄐㄧㄤ
1-505B ㄆㄧㄣ
1-505C ㄗ
1-505D ㄐㄧㄠ
1-505D ㄐㄧㄠˇ
1-505E ㄧˊ
1-505F ㄨㄚˊ
1-5060 ㄇㄨˇ
1-5060 ㄌㄠˇ
1-5061 ㄓˊ
1-5062 ㄧㄠˊ
1-5063 ㄐㄧㄢ
1-5064 ㄨㄟ
1-5065 ㄧㄣ
1-5066 ㄏㄞˊ
1-5067 ㄒㄩㄢ
1-5068 ㄏㄨㄢˋ
1-5069 ㄕˋ
1-506A ㄎㄜˋ
1-506B ㄧㄡˋ
1-506C ㄈㄥ
1-506D ㄕˇ
1-506D ㄒㄧ
1-506E ㄅㄧㄥ
1-506E ㄆㄧㄥˊ
1-506E ㄅㄧㄥˇ
1-506F ㄕ
1-5070 ㄨ
1-5071 ㄓˋ
1-5072 ㄊㄨㄥˊ
1-5072 ㄉㄨㄥˋ
1-5073 ㄒㄧㄤˋ
1-5074 ㄉㄧˋ
1-5075 ㄕㄨㄛˋ
1-5075 ㄕㄨㄞˋ
1-5076 ㄧˋ
1-5077 ㄧㄡ
1-5078 ㄒㄧㄤˊ
1-5079 ㄉㄨˋ
1-5079 ㄉㄨㄛˋ
1-507A ㄐㄧㄢˋ
1-507B ㄧˋ
1-507C ㄇㄧˇ
1-507D ㄧㄢˋ
1-507E ㄏㄣˇ
1-5121 ㄉㄞ
1-5121 ㄉㄞˋ
1-5122 ㄏㄨㄞˊ
1-5122 ㄏㄨㄟˊ
1-5123 ㄌㄩˋ
1-5124 ㄒㄩㄣˋ
1-5124 ㄒㄩㄣˊ
1-5125 ㄏㄡˋ
1-5126 ㄧㄤˊ
1-5127 ㄋㄨˋ
1-5128 ㄙ
1-5128 ㄙˋ
1-5128 ㄙㄞ
1-5129 ㄉㄞˋ
1-512A ㄐㄧˊ
1-512B ㄗㄜˇ
1-512B ㄗㄣˇ
1-512C ㄩㄢ
1-512C ㄩㄢˋ
1-512D ㄏㄨㄤˇ
1-512E ㄑㄧㄚˋ
1-512F ㄏㄣˋ
1-5130 ㄏㄨㄟ
1-5131 ㄏㄥˊ
1-5132 ㄕˋ
1-5133 ㄊㄧㄢˊ
1-5134 ㄊㄨㄥ
1-5134 ㄉㄨㄥˋ
1-5135 ㄎㄜˋ
1-5135 ㄑㄩㄝˋ
1-5136 ㄒㄩˋ
1-5137 ㄆㄧㄢ
1-5137 ㄅㄧㄢˇ
1-5138 ㄅㄞˋ
1-5139 ㄨㄚ
1-5139 ㄨㄚˊ
1-513A ㄢˋ
1-513B ㄆㄧㄣ
1-513C ㄕˋ
1-513D ㄔˊ
1-513E ㄐㄧㄝˊ
1-513F ㄧㄝˋ
